pmid,pmcid,doi,title,journal,year,open_access_fulltext,named_drugs,holding_potentials,potency_values_in_tables,score,retrieval
38967655,PMC11381486,10.1007/s00424-024-02980-7,Persistent sodium currents in neurons: potential mechanisms and pharmacological blockers.,Pflugers Arch,2024,True,"cannabidiol, carbamazepine, eslicarbazepine, gs-458967, lacosamide, lamotrigine, lidocaine, mexiletine","-120, -100, -90, -80, -70, -65, -62, -60",157,51,read here
38725668,PMC11079311,10.3389/fphar.2024.1378315,Functional effects of drugs and toxins interacting with Na<sub>V</sub>1.4.,Front Pharmacol,2024,True,"bupivacaine, cannabidiol, carbamazepine, flecainide, lacosamide, lamotrigine, lidocaine, mexiletine",,40,40,read here
39045054,PMC11263763,10.3389/fphar.2024.1416705,Therapeutic targeting of voltage-gated sodium channel Na&lt;sub&gt;V&lt;/sub&gt;1.7 for cancer metastasis.,Front Pharmacol,2024,True,"bupivacaine, carbamazepine, lacosamide, lamotrigine, pf-05089771, ranolazine, riluzole, saxitoxin",,10,36,read here
35234610,PMC8903829,10.7554/elife.72468,"NBI-921352, a first-in-class, Na<sub>V</sub>1.6 selective, sodium channel inhibitor that prevents seizures in <i>Scn8a</i> gain-of-function mice, and wild-type mice and rats.",Elife,2022,True,"cannabidiol, carbamazepine, lacosamide, lamotrigine, lidocaine, oxcarbazepine, phenytoin, riluzole","-150, -90, -62, -60, -45",20,35,read here
41683608,PMC12897268,10.3390/ijms27031180,Targeting Na&lt;sub&gt;v&lt;/sub&gt; Channels for Pain Relief: Structural Insights and Therapeutic Opportunities.,Int J Mol Sci,2026,True,"amitriptyline, bupivacaine, cannabidiol, carbamazepine, fosphenytoin, lacosamide, lidocaine, mexiletine",,3,33,read here
22007172,PMC3185237,10.3389/fphar.2011.00054,Recent developments regarding voltage-gated sodium channel blockers for the treatment of inherited and acquired neuropathic pain syndromes.,Front Pharmacol,2011,True,"ambroxol, amitriptyline, bupivacaine, carbamazepine, lacosamide, lamotrigine, lidocaine, mexiletine",,5,33,read here
26646477,PMC4850042,10.1080/19336950.2015.1079674,Voltage gated sodium channels as drug discovery targets.,Channels (Austin),2015,True,"bupivacaine, carbamazepine, flecainide, lacosamide, lamotrigine, lidocaine, mexiletine, pf-05089771",,11,32,read here
37345144,PMC10216335,10.3390/cancers15102806,Voltage-Gated Sodium Channel Na&lt;sub&gt;V&lt;/sub&gt;1.7 Inhibitors with Potent Anticancer Activities in Medullary Thyroid Cancer Cells.,Cancers (Basel),2023,True,"bupivacaine, lidocaine, mexiletine, phenytoin, procaine, ranolazine, riluzole, ropivacaine",,11,30,read here
35860501,PMC9289666,10.3389/fnmol.2022.896320,"Highly Parallelized, Multicolor Optogenetic Recordings of Cellular Activity for Therapeutic Discovery Applications in Ion Channels and Disease-Associated Excitable Cells.",Front Mol Neurosci,2022,True,"amitriptyline, carbamazepine, lacosamide, lamotrigine, lidocaine, mexiletine, pf-05089771, tetracaine",,5,27,read here
32372952,PMC7184885,10.3389/fphar.2020.00413,Late Sodium Current Inhibitors as Potential Antiarrhythmic Agents.,Front Pharmacol,2020,True,"carbamazepine, flecainide, gs-458967, lamotrigine, lidocaine, mexiletine, phenytoin, ranolazine",,5,27,read here
41058528,PMC12504911,10.1111/cts.70378,The Cardiac Sodium Channel Safety Profile of Cenobamate at Therapeutic Concentrations: In Vitro Analyses.,Clin Transl Sci,2025,True,"flecainide, lamotrigine, lidocaine, mexiletine, phenytoin, quinidine, ranolazine, tetrodotoxin",,19,26,read here
36614292,PMC9821513,10.3390/ijms24010857,Blockers of Skeletal Muscle Na<sub>v</sub>1.4 Channels: From Therapy of Myotonic Syndrome to Molecular Determinants of Pharmacological Action and Back.,Int J Mol Sci,2023,True,"cannabidiol, carbamazepine, flecainide, lacosamide, lamotrigine, mexiletine, phenytoin, propafenone",,0,26,read here
26891306,PMC4771989,10.3390/md14020036,"Development of a Rapid Throughput Assay for Identification of hNav1.7 Antagonist Using Unique Efficacious Sodium Channel Agonist, Antillatoxin.",Mar Drugs,2016,True,"carbamazepine, lacosamide, lamotrigine, lidocaine, phenytoin, riluzole, saxitoxin, tetrodotoxin",,8,26,read here
41897389,PMC13023651,10.3390/biom16030454,"Vinpocetine-An ""Old"" Drug with a New Face: Moving Toward a Better Understanding of Its Neuroprotective Mechanism of Action.",Biomolecules,2026,True,"carbamazepine, lamotrigine, oxcarbazepine, phenytoin, riluzole, tetrodotoxin, topiramate, veratridine",,7,25,read here
41331425,PMC12781457,10.1186/s12885-025-15319-x,Pharmacological targeting and characterization of Voltage-Gated Sodium Channels (VGSCs) expressed in the high-grade glioma microenvironment.,BMC Cancer,2025,True,"carbamazepine, eslicarbazepine, gs-458967, lidocaine, mexiletine, oxcarbazepine, phenytoin, ranolazine",,1,25,read here
30402025,PMC6205941,10.4196/kjpp.2018.22.6.649,Effect of carbamazepine on tetrodotoxin-resistant Na<sup>+</sup> channels in trigeminal ganglion neurons innervating to the dura.,Korean J Physiol Pharmacol,2018,True,"amitriptyline, carbamazepine, lamotrigine, lidocaine, mexiletine, oxcarbazepine, phenytoin, tetrodotoxin",-80,3,25,read here
38359277,PMC10958515,10.1021/acschemneuro.3c00757,Molecular Pharmacology of Selective Na<sub>V</sub>1.6 and Dual Na<sub>V</sub>1.6/Na<sub>V</sub>1.2 Channel Inhibitors that Suppress Excitatory Neuronal Activity Ex Vivo.,ACS Chem Neurosci,2024,True,"cannabidiol, carbamazepine, lacosamide, lamotrigine, lidocaine, phenytoin, quinidine, tetracaine",,5,23,read here
36385942,PMC9653037,10.2147/jep.s375349,Local Anesthetic Like Inhibition of the Cardiac Na<sup>+</sup> Channel Nav1.5 by Chloroquine and Hydroxychloroquine.,J Exp Pharmacol,2022,True,"amitriptyline, bupivacaine, flecainide, lidocaine, mexiletine, quinidine, ropivacaine, saxitoxin",,5,23,read here
37330538,PMC10276812,10.1038/s41467-023-39307-6,Cannabidiol inhibits Na<sub>v</sub> channels through two distinct binding sites.,Nat Commun,2023,True,"cannabidiol, carbamazepine, flecainide, lacosamide, lamotrigine, lidocaine, phenytoin, propafenone",,1,23,read here
35579204,PMC9372421,10.1111/cts.13311,Cardiac sodium channel inhibition by lamotrigine: In vitro characterization and clinical implications.,Clin Transl Sci,2022,True,"carbamazepine, flecainide, lamotrigine, lidocaine, mexiletine, phenytoin, quinidine, ranolazine",,2,22,read here
32908170,PMC7481244,10.1038/s41598-020-71135-2,"Discovery of a selective, state-independent inhibitor of Na&lt;sub&gt;V&lt;/sub&gt;1.7 by modification of guanidinium toxins.",Sci Rep,2020,True,"bupivacaine, carbamazepine, lidocaine, pf-05089771, saxitoxin, tetrodotoxin",,13,22,read here
27743929,PMC5154332,10.1016/j.neuropharm.2016.10.013,Increased sodium channel use-dependent inhibition by a new potent analogue of tocainide greatly enhances in vivo antimyotonic activity.,Neuropharmacology,2017,True,"bupivacaine, flecainide, lidocaine, mexiletine, phenobarbital, phenytoin, propafenone, quinidine",,2,22,read here
41092810,PMC13095425,10.1016/j.pharmr.2025.100090,Recent advances in the pharmacology of voltage-gated ion channels.,Pharmacol Rev,2025,True,"amitriptyline, cannabidiol, carbamazepine, flecainide, lamotrigine, lidocaine, pf-05089771, phenytoin",,0,22,read here
28508747,PMC5433841,10.7554/elife.23235,Voltage-gated Na<sup>+</sup> currents in human dorsal root ganglion neurons.,Elife,2017,True,"carbamazepine, lidocaine, pf-05089771, phenytoin, tetrodotoxin","-80, -60, -40, -35",9,22,read here
41915362,PMC13212674,10.1007/s40263-026-01284-x,"The Complexity and Challenges of Developing Effective Epilepsy Therapies: Lessons to be Learned from Comparing Cenobamate, Carisbamate, and Padsevonil.",CNS Drugs,2026,True,"carbamazepine, eslicarbazepine, lacosamide, lamotrigine, phenobarbital, phenytoin, topiramate, valproate",,5,21,read here
34992539,PMC8724789,10.3389/fphar.2021.791740,Lacosamide Inhibition of Na&lt;sub&gt;V&lt;/sub&gt;1.7 Channels Depends on its Interaction With the Voltage Sensor Domain and the Channel Pore.,Front Pharmacol,2021,True,"carbamazepine, lacosamide, lamotrigine, lidocaine, mexiletine, pf-05089771, phenytoin, tetracaine","-130, -120",0,21,read here
38939966,PMC11706276,10.1093/brain/awae213,Nav1.2 channel mutations preventing fast inactivation lead to SCN2A encephalopathy.,Brain,2025,True,"carbamazepine, lacosamide, lamotrigine, oxcarbazepine, phenobarbital, phenytoin, propafenone, ranolazine",,0,20,read here
36361681,PMC9656591,10.3390/ijms232112890,Block of Voltage-Gated Sodium Channels by Aripiprazole in a State-Dependent Manner.,Int J Mol Sci,2022,True,"bupivacaine, flecainide, lacosamide, lamotrigine, lidocaine, phenytoin, ranolazine, riluzole",,0,20,read here
34027742,PMC9344566,10.1177/10738584211017009,"Cannabidiol and Sodium Channel Pharmacology: General Overview, Mechanism, and Clinical Implications.",Neuroscientist,2022,True,"cannabidiol, carbamazepine, flecainide, lidocaine, mexiletine, phenytoin, tetracaine, tetrodotoxin",,4,20,read here
38951973,PMC11220354,10.3988/jcn.2023.0435,Unusual Voltage-Gated Sodium and Potassium Channelopathies Related to Epilepsy.,J Clin Neurol,2024,True,"cannabidiol, carbamazepine, lacosamide, oxcarbazepine, phenobarbital, phenytoin, rufinamide, topiramate",,0,20,read here
29311306,PMC5789920,10.1073/pnas.1713701115,Mechanism-specific assay design facilitates the discovery of Nav1.7-selective inhibitors.,Proc Natl Acad Sci U S A,2018,True,"pf-05089771, saxitoxin, tetracaine, tetrodotoxin, veratridine",,15,20,read here
32612253,PMC7329812,10.1038/s41598-020-67761-5,Conservation and divergence in NaChBac and Na<sub>V</sub>1.7 pharmacology reveals novel drug interaction mechanisms.,Sci Rep,2020,True,"ambroxol, carbamazepine, flecainide, lidocaine, mexiletine, oxcarbazepine, ranolazine, tetrodotoxin",,2,20,read here
27556810,PMC4996523,10.1371/journal.pone.0161450,Biophysical and Pharmacological Characterization of Nav1.9 Voltage Dependent Sodium Channels Stably Expressed in HEK-293 Cells.,PLoS One,2016,True,"amitriptyline, bupivacaine, flecainide, lamotrigine, lidocaine, mexiletine, tetracaine, tetrodotoxin","-140, -120, -90, -50, -40",1,20,read here
39766288,PMC11674187,10.3390/biom14121582,Inhibitory Effects of Cenobamate on Multiple Human Cardiac Ion Channels and Possible Arrhythmogenic Consequences.,Biomolecules,2024,True,"cannabidiol, carbamazepine, lamotrigine, lidocaine, riluzole",,9,19,read here
38289338,PMC10942592,10.7554/elife.87559,Coupling of Slack and Na<sub>V</sub>1.6 sensitizes Slack to quinidine blockade and guides anti-seizure strategy development.,Elife,2024,True,"quinidine, riluzole, tetrodotoxin","-90, -40",17,19,read here
33269408,PMC7811517,10.1007/s00204-020-02956-3,Human neuronal signaling and communication assays to assess functional neurotoxicity.,Arch Toxicol,2021,True,"amitriptyline, cannabidiol, lidocaine, mexiletine, phenytoin, saxitoxin, tetrodotoxin, veratridine",,3,19,read here
27215841,PMC4907688,10.7554/elife.15202,Optical electrophysiology for probing function and pharmacology of voltage-gated ion channels.,Elife,2016,True,"amitriptyline, carbamazepine, lamotrigine, lidocaine, phenytoin, tetrodotoxin","-100, -97, -70, -48, -30, -26, -20",4,19,read here
25418676,PMC4372064,10.1021/cn5002182,"Chimeric agents derived from the functionalized amino acid, lacosamide, and the α-aminoamide, safinamide: evaluation of their inhibitory actions on voltage-gated sodium channels, a",ACS Chem Neurosci,2015,True,"carbamazepine, lacosamide, lidocaine, phenobarbital, phenytoin, ranolazine, safinamide, tetrodotoxin",,1,19,read here
41667447,PMC13000156,10.1038/s41467-026-69184-8,Molecular determinant of low-voltage dependence of human Na&lt;sub&gt;v&lt;/sub&gt;1.7 inactivation revealed by efficacy-based Na&lt;sub&gt;v&lt;/sub&gt;1.7 selective inhibitor.,Nat Commun,2026,True,"carbamazepine, lacosamide, lamotrigine, lidocaine, pf-05089771, riluzole, saxitoxin, tetrodotoxin",,2,18,read here
41971091,PMC13066279,10.3389/fphar.2026.1780526,From allergy to arrhythmia - electrophysiological basis for the antiarrhythmic properties of antazoline.,Front Pharmacol,2026,True,"flecainide, propafenone, quinidine","-100, -80",9,18,read here
33732157,PMC7959846,10.3389/fphar.2021.622489,Block of Voltage-Gated Sodium Channels by Atomoxetine in a State- and Use-dependent Manner.,Front Pharmacol,2021,True,"amitriptyline, bupivacaine, flecainide, lacosamide, lamotrigine, lidocaine, mexiletine, tetrodotoxin",,2,18,read here
41423856,PMC12719398,10.1111/cts.70451,Reassessing the Conduct of Patch Clamp Cardiac Ion Channel Assays to Improve Nonclinical Data Translation to Clinical ECG Changes and Proarrythmia Risk.,Clin Transl Sci,2025,True,"quinidine, ranolazine, tetracaine, tetrodotoxin",,23,18,read here
36246527,PMC9557217,10.3389/fncel.2022.964691,Pharmacological determination of the fractional block of Nav channels required to impair neuronal excitability and <i>ex vivo</i> seizures.,Front Cell Neurosci,2022,True,"carbamazepine, lamotrigine, phenytoin, saxitoxin, tetrodotoxin",,8,18,read here
34572327,PMC8465134,10.3390/biomedicines9091141,Cannabidiol Selectively Binds to the Voltage-Gated Sodium Channel Na<sub>v</sub>1.4 in Its Slow-Inactivated State and Inhibits Sodium Current.,Biomedicines,2021,True,"cannabidiol, carbamazepine, eslicarbazepine, lacosamide, lamotrigine, lidocaine, oxcarbazepine, phenytoin",,0,18,read here
30219789,PMC6204917,10.1074/jbc.ra118.004929,Inhibitory effects of cannabidiol on voltage-dependent sodium currents.,J Biol Chem,2018,True,"cannabidiol, carbamazepine, lacosamide, lidocaine, phenytoin, tetracaine, tetrodotoxin, valproate",,0,18,read here
26991361,PMC4800267,10.1089/adt.2016.704,Characterization of Endogenous Sodium Channels in the ND7-23 Neuroblastoma Cell Line: Implications for Use as a Heterologous Ion Channel Expression System Suitable for Automated Pa,Assay Drug Dev Technol,2016,True,"ambroxol, saxitoxin, tetrodotoxin, vinpocetine",,15,18,read here
36017978,PMC9423853,10.1080/19336950.2022.2103234,Plant and fungi derived analgesic natural products targeting voltage-gated sodium and calcium channels.,Channels (Austin),2022,True,"cannabidiol, lidocaine, tetrodotoxin, veratridine",,48,18,read here
22171219,PMC3236397,10.3389/fphar.2011.00078,The importance of being profiled: improving drug candidate safety and efficacy using ion channel profiling.,Front Pharmacol,2011,True,"carbamazepine, flecainide, lamotrigine, lidocaine, phenytoin, quinidine, riluzole, tetracaine",,0,18,read here
34785211,PMC8590616,10.1016/j.ejphar.2021.174632,Assessment of proarrhythmogenic risk for chloroquine and hydroxychloroquine using the CiPA concept.,Eur J Pharmacol,2021,True,"flecainide, mexiletine, quinidine, ranolazine",,16,18,read here
36165125,PMC9828855,10.1111/bph.15959,Anti-malarial drugs: Mechanisms underlying their proarrhythmic effects.,Br J Pharmacol,2022,True,"lidocaine, mexiletine, quinidine, veratridine",,11,18,read here
35887240,PMC9321339,10.3390/ijms23147892,Characterization in Inhibitory Effectiveness of Carbamazepine in Voltage-Gated Na<sup>+</sup> and Erg-Mediated K<sup>+</sup> Currents in a Mouse Neural Crest-Derived (Neuro-2a) Cel,Int J Mol Sci,2022,True,"carbamazepine, oxcarbazepine, phenytoin, ranolazine, riluzole, saxitoxin, tetrodotoxin, valproate",,0,18,read here
34744721,PMC8567104,10.3389/fphar.2021.737637,Block of Voltage-Gated Sodium Channels as a Potential Novel Anti-cancer Mechanism of TIC10.,Front Pharmacol,2021,True,"bupivacaine, flecainide, lidocaine, mexiletine, ranolazine, riluzole, tetrodotoxin, valproate",,1,17,read here
41458489,PMC12740923,10.3389/fmed.2025.1744968,Mepyramine targets mutant Nav1.7 channels to relieve pain and erythema in primary erythromelalgia patients.,Front Med (Lausanne),2025,True,"amitriptyline, carbamazepine, lacosamide, lidocaine, mexiletine, rufinamide, tetrodotoxin, zonisamide",,1,17,read here
40508109,PMC12154456,10.3390/ijms26115299,"Dual Mechanisms of the Diazepine-Benzimidazole Derivative, DAB-19, in Modulating Glutamatergic Neurotransmission.",Int J Mol Sci,2025,True,"amitriptyline, carbamazepine, lamotrigine, lidocaine, phenytoin, tetrodotoxin, topiramate, valproate",,1,17,read here
39060933,PMC11282680,10.1186/s40364-024-00620-x,Voltage-gated sodium channels in cancers.,Biomark Res,2024,True,"lidocaine, pf-05089771, phenytoin, ranolazine, ropivacaine, tetrodotoxin, veratridine","-52, -40, -25",0,17,read here
28683073,PMC5500279,10.1371/journal.pone.0180154,High-throughput electrophysiological assays for voltage gated ion channels using SyncroPatch 768PE.,PLoS One,2017,True,"amitriptyline, carbamazepine, flecainide, lamotrigine, mexiletine, tetracaine, tetrodotoxin","-120, -80, -40, -10",0,17,read here
35215342,PMC8879921,10.3390/ph15020231,Late Sodium Current of the Heart: Where Do We Stand and Where Are We Going?,Pharmaceuticals (Basel),2022,True,"cannabidiol, flecainide, gs-458967, lidocaine, ranolazine, riluzole, tetrodotoxin, veratridine",,1,17,read here
25004277,PMC4111400,10.1021/jm500707r,Substituted N-(biphenyl-4'-yl)methyl (R)-2-acetamido-3-methoxypropionamides: potent anticonvulsants that affect frequency (use) dependence and slow inactivation of sodium channels.,J Med Chem,2014,True,"carbamazepine, lacosamide, lidocaine, phenobarbital, phenytoin, riluzole, tetrodotoxin, valproate",,1,17,read here
24653701,PMC3949418,10.3389/fphar.2014.00040,Identification of both GABAA receptors and voltage-activated Na(+) channels as molecular targets of anticonvulsant α-asarone.,Front Pharmacol,2014,True,"carbamazepine, lacosamide, lidocaine, phenobarbital, phenytoin, tetrodotoxin, topiramate","-100, -60",0,17,read here
41565997,PMC13125304,10.1038/s41386-026-02355-9,The psychoactive cannabinoid THC inhibits peripheral nociceptors by targeting Na&lt;sub&gt;V&lt;/sub&gt;1.7 and Na&lt;sub&gt;V&lt;/sub&gt;1.8 nociceptive sodium channels.,Neuropsychopharmacology,2026,True,"amitriptyline, cannabidiol, lidocaine, tetrodotoxin",,8,16,read here
32864638,PMC7442036,10.1016/j.hroo.2020.05.006,Inhibition of voltage-gated Na&lt;sup&gt;+&lt;/sup&gt; currents by eleclazine in rat atrial and ventricular myocytes.,Heart Rhythm O2,2020,True,"flecainide, gs-458967, phenytoin, propafenone, ranolazine, tetrodotoxin","-150, -130, -120, -100, -80, -60, -50, -40",1,16,read here
34497526,PMC8419314,10.3389/fphar.2021.738460,"Characterization of Compound-Specific, Concentration-Independent Biophysical Properties of Sodium Channel Inhibitor Mechanism of Action Using Automated Patch-Clamp Electrophysiolog",Front Pharmacol,2021,True,"bupivacaine, lamotrigine, lidocaine, phenytoin, ranolazine, riluzole, tetrodotoxin",,2,16,read here
32599724,PMC7355927,10.3390/biom10060952,The Citrus Flavonoid Hesperetin Has an Inadequate Anti-Arrhythmic Profile in the ΔKPQ Na<sub>V</sub>1.5 Mutant of the Long QT Type 3 Syndrome.,Biomolecules,2020,True,"flecainide, gs-458967, lidocaine, mexiletine, ranolazine, tetrodotoxin",,4,16,read here
33519442,PMC7845660,10.3389/fphar.2020.580481,Ranolazine as an Alternative Therapy to Flecainide for SCN5A V411M Long QT Syndrome Type 3 Patients.,Front Pharmacol,2020,True,"flecainide, lidocaine, mexiletine, propafenone, quinidine, ranolazine",,4,16,read here
39341837,PMC11438954,10.1038/s41467-024-52539-4,Structural basis for the rescue of hyperexcitable cells by the amyotrophic lateral sclerosis drug Riluzole.,Nat Commun,2024,True,"cannabidiol, lamotrigine, ranolazine, riluzole, tetrodotoxin","-160, -130, -20",3,16,read here
26999206,PMC4810223,10.3390/toxins8030078,"Analgesic Effects of GpTx-1, PF-04856264 and CNV1014802 in a Mouse Model of NaV1.7-Mediated Pain.",Toxins (Basel),2016,True,"pf-05089771, tetrodotoxin, veratridine",,21,16,read here
24228717,PMC3691845,10.1186/1744-8069-9-31,Effect of amitriptyline on tetrodotoxin-resistant Nav1.9 currents in nociceptive trigeminal neurons.,Mol Pain,2013,True,"amitriptyline, bupivacaine, carbamazepine, lidocaine, tetrodotoxin, veratridine",-35,4,16,read here
