pmcid,doi,compound,metric,value,unit,holding_potentials_in_paper,status
PMC11381486,10.1007/s00424-024-02980-7,lacosamide,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lamotrigine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,lidocaine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,mexiletine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,oxcarbazepine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,phenytoin,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,quinidine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,EC 50,48,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,72,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,67,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,ranolazine,IC 50,1719,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,6,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,3,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,EC 50,16,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,EC 50,14,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,406,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,2464,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,822,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,399,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,109,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,77,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,2307,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,44,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,56,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,500,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11381486,10.1007/s00424-024-02980-7,riluzole,IC 50,53,µM,"-120, -100, -90, -80, -70, -65","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
