name,smiles,bbb_status,MW,LogP,TPSA,source,split
pregabalin,CC(C)C[C@H](CN)CC(=O)O,1,159.23,1.08,63.32,MoleculeNet_BBBP,train
prednisolone-tebutate,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,458.6,3.54,100.9,MoleculeNet_BBBP,train
prednisolamate,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,473.61,2.45,104.14,MoleculeNet_BBBP,train
prednicarbate,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,488.58,3.7,116.2,MoleculeNet_BBBP,train
prazitone,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1,1,301.35,0.82,87.3,MoleculeNet_BBBP,test
pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1,269.39,0.84,52.65,MoleculeNet_BBBP,train
pivoxazepam,CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1,370.84,4.04,67.76,MoleculeNet_BBBP,train
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1,198.22,0.5,66.48,MoleculeNet_BBBP,train
pirlindole,Cc1ccc2c(c1)c1c3n2CCNC3CCC1.[Cl-].[H+],1,262.78,0.05,16.96,MoleculeNet_BBBP,test
piritramide,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,1,430.6,3.69,73.36,MoleculeNet_BBBP,test
piriqualone,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,1,339.4,4.26,47.78,MoleculeNet_BBBP,test
propyperone,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,388.53,4.09,40.62,MoleculeNet_BBBP,train
prothixene,CN(C)CCC=C1c2ccccc2Sc2ccccc21,1,281.42,4.53,3.24,MoleculeNet_BBBP,train
proxibarbal,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1,226.23,-0.31,95.5,MoleculeNet_BBBP,train
proxorphan,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3,1,299.41,2.71,32.7,MoleculeNet_BBBP,test
rofleponide,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,468.54,2.98,93.06,MoleculeNet_BBBP,train
rofelodine,O=C1CCN=C2CC(c3ccccc3)CN12,1,214.27,1.8,32.67,MoleculeNet_BBBP,test
robalzotan,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,1,318.39,2.64,55.56,MoleculeNet_BBBP,test
rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1,250.34,2.76,32.78,MoleculeNet_BBBP,train
ripazepam,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1,268.32,2,59.28,MoleculeNet_BBBP,test
rimexolone,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,370.53,4.5,54.37,MoleculeNet_BBBP,train
rimcazole,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,1,321.47,3.87,20.2,MoleculeNet_BBBP,test
rilmazafone,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,1,475.34,2.08,123.21,MoleculeNet_BBBP,test
ricasetron,CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1,313.45,3.12,35.58,MoleculeNet_BBBP,test
retigabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1,303.34,3.59,76.38,MoleculeNet_BBBP,test
piracetam,NC(=O)CN1CCCC1=O,1,142.16,-0.91,63.4,MoleculeNet_BBBP,train
remacemide,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1,268.36,2.22,55.12,MoleculeNet_BBBP,train
rasagiline,C#CCN[C@@H]1CCc2ccccc21,1,171.24,1.9,12.03,MoleculeNet_BBBP,test
ramciclane,CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,1,315.5,4.39,12.47,MoleculeNet_BBBP,test
quinagolide,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1,395.57,2.14,72.88,MoleculeNet_BBBP,test
quilostigmine,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,1,377.49,3.61,36.02,MoleculeNet_BBBP,test
quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1,383.52,2.86,48.3,MoleculeNet_BBBP,train
pyritinol,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,1,368.48,2.57,106.7,MoleculeNet_BBBP,test
pyridarone,c1ccc2oc(-c3ccncc3)cc2c1,1,195.22,3.49,26.03,MoleculeNet_BBBP,test
proxyphylline,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1,238.25,-1.19,82.05,MoleculeNet_BBBP,train
remifentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1,376.45,2,76.15,MoleculeNet_BBBP,test
memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,1,179.31,2.69,26.02,MoleculeNet_BBBP,train
metacetamol,CC(=O)Nc1cccc(O)c1,1,151.16,1.35,49.33,MoleculeNet_BBBP,train
fantridone,CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,1,280.37,3.11,25.24,MoleculeNet_BBBP,val
famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1,321.34,0.54,122.22,MoleculeNet_BBBP,train
etoxadrol,CCC1(c2ccccc2)OCC(C2CCCCN2)O1,1,261.36,2.81,30.49,MoleculeNet_BBBP,val
etorphine,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,1,411.54,3.16,62.16,MoleculeNet_BBBP,train
etoperidone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,1,377.92,2.49,46.3,MoleculeNet_BBBP,val
etodroxizine,O=C(O)/C=C/C(=O)O.OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,535.04,2.78,119.77,MoleculeNet_BBBP,train
etisulergine,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,376.53,2.06,68.44,MoleculeNet_BBBP,train
etiracetam(levetiracetam),CCC(C(N)=O)N1CCCC1=O,1,170.21,-0.13,63.4,MoleculeNet_BBBP,train
etifoxine,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1.[Cl-].[H+],1,337.25,1.35,33.62,MoleculeNet_BBBP,val
eticyclidine,CCNC1(c2ccccc2)CCCCC1,1,203.33,3.46,12.03,MoleculeNet_BBBP,train
ethypicone,CCC1(CC)C(=O)NC=C(C)C1=O,1,181.23,1.4,46.17,MoleculeNet_BBBP,train
ethyl-loflazepate,C=C,1,28.05,0.8,0,MoleculeNet_BBBP,train
ethylene(ethene),CCCl,1,64.52,1.25,0,MoleculeNet_BBBP,train
ethomoxane,CCCCNCC1COc2cccc(OCC)c2O1.[Cl-].[H+],1,301.81,-0.27,39.72,MoleculeNet_BBBP,train
etasuline,CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1,1,302.83,4.77,24.39,MoleculeNet_BBBP,val
etamiphyllin,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,279.34,-0.22,65.06,MoleculeNet_BBBP,train
etacepride,CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,1,304.39,2.11,58.64,MoleculeNet_BBBP,train
erizepine,CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12,1,290.41,4.4,6.48,MoleculeNet_BBBP,val
eptastigmine,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1,359.51,4.11,44.81,MoleculeNet_BBBP,train
enilospirone,CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O,1,295.77,2.89,47.56,MoleculeNet_BBBP,val
endrysone(endrisone),CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1,342.48,3.72,54.37,MoleculeNet_BBBP,train
endomide,CCN(CC)C(=O)[C@H]1[C@H](C(=O)N(CC)CC)[C@H]2C=C[C@@H]1C2,1,292.42,2.16,40.62,MoleculeNet_BBBP,val
fasiplon,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,1,273.3,1.97,78.34,MoleculeNet_BBBP,val
febarbamate,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1,405.45,1.69,128.03,MoleculeNet_BBBP,train
felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,1,238.24,0.96,104.64,MoleculeNet_BBBP,train
flumezapine,Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1,1,330.43,1.89,30.87,MoleculeNet_BBBP,train
fludrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1,380.46,1.87,94.83,MoleculeNet_BBBP,train
flucloronide(fluclorolone-acetonide),CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,1,487.4,3.88,72.83,MoleculeNet_BBBP,train
flubanilate,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,1,304.31,3.23,32.78,MoleculeNet_BBBP,train
fluazacort,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,459.51,2.66,102.26,MoleculeNet_BBBP,train
fluacizine,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,394.46,5.57,23.55,MoleculeNet_BBBP,train
florfenicol,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1,358.22,1.38,83.47,MoleculeNet_BBBP,train
flerobuterol,CC(C)(C)NCC(O)c1ccccc1F,1,211.28,2.25,32.26,MoleculeNet_BBBP,train
fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1,388.85,2.79,51.24,MoleculeNet_BBBP,val
endixaprine,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,1,324.21,3.41,49.25,MoleculeNet_BBBP,train
fepitrizol,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,1,266.3,2.04,63.83,MoleculeNet_BBBP,val
fenozolone,CCNC1=NC(=O)C(c2ccccc2)O1,1,204.23,1.25,50.69,MoleculeNet_BBBP,train
fenobam,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1,266.69,1.29,73.8,MoleculeNet_BBBP,val
fenmetozole,Clc1ccc(OCC2=NCCN2)cc1Cl,1,245.11,2.37,33.62,MoleculeNet_BBBP,train
fenimide,CCC1C(=O)NC(=O)C1(C)c1ccccc1,1,217.27,1.63,46.17,MoleculeNet_BBBP,train
fenharmane,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,1,262.36,3.6,27.82,MoleculeNet_BBBP,val
fengabine,CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,1,322.24,4.7,29.1,MoleculeNet_BBBP,train
fencamfamin,CCNC1C2CCC(C2)C1c1ccccc1,1,215.34,3.18,12.03,MoleculeNet_BBBP,val
fenbutrazate,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,1,367.49,4.19,38.77,MoleculeNet_BBBP,val
femoxetine,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,1,311.42,3.81,21.7,MoleculeNet_BBBP,val
fenpentadiol,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1,228.72,2.71,40.46,MoleculeNet_BBBP,train
flumoxonide,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,496.55,2.99,91.29,MoleculeNet_BBBP,train
encyprate,CCOC(=O)N(Cc1ccccc1)C1CC1,1,219.28,2.81,29.54,MoleculeNet_BBBP,val
embutramide,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,1,293.41,2.64,58.56,MoleculeNet_BBBP,train
didrovaltrate,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,1,424.49,2.74,100.66,MoleculeNet_BBBP,val
diclometide,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,1,319.23,3.07,41.57,MoleculeNet_BBBP,train
dichlorisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1,455.38,3.74,80.67,MoleculeNet_BBBP,train
dichlorisone,CC12C=CC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO)C3(C)CC(Cl)[C@@]12Cl,1,413.34,3.17,74.6,MoleculeNet_BBBP,train
dexoxadrol(dioxadrolandlevoxadrol),c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,1,309.41,3.45,30.49,MoleculeNet_BBBP,val
deximafen(imafen),c1ccc(C2CN=C3NCCN32)cc1,1,187.25,1,27.63,MoleculeNet_BBBP,val
dexamethasone-acefurate,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,528.57,3.92,120.11,MoleculeNet_BBBP,val
detomidine,Cc1cccc(Cc2cnc[nH]2)c1C,1,186.26,2.62,28.68,MoleculeNet_BBBP,val
desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,376.47,2.78,74.6,MoleculeNet_BBBP,train
desonide,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,1,416.51,2.33,93.06,MoleculeNet_BBBP,train
descinolone(descinolone-acetonide),CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,378.44,1.65,94.83,MoleculeNet_BBBP,train
deprodone,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,344.45,2.59,74.6,MoleculeNet_BBBP,train
denbufylline,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,1,320.39,1.55,78.89,MoleculeNet_BBBP,train
demoxepam,O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,1,286.72,1.35,52.9,MoleculeNet_BBBP,val
delfaprazine,Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,1,266.39,3,15.27,MoleculeNet_BBBP,train
decimemide,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,1,337.46,4.32,70.78,MoleculeNet_BBBP,train
dazadrol,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1,287.75,1.97,57.51,MoleculeNet_BBBP,val
dacemazine,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,1,284.38,3.38,23.55,MoleculeNet_BBBP,train
cyproximide(ciproximide),O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,1,221.64,1.25,46.17,MoleculeNet_BBBP,val
cyprolidol,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,1,301.39,4.12,33.12,MoleculeNet_BBBP,val
cyprodenate,CN(C)CCOC(=O)CCC1CCCCC1,1,227.35,2.45,29.54,MoleculeNet_BBBP,train
difluanine(difluanazine),Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,449.59,5.61,18.51,MoleculeNet_BBBP,val
diflucortolone,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,1,394.46,2.73,74.6,MoleculeNet_BBBP,train
diflucortolone-pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1,478.58,4.33,80.67,MoleculeNet_BBBP,train
dimelazine,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,1,310.47,4.63,6.48,MoleculeNet_BBBP,val
elopiprazole,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,1,375.45,4.89,35.41,MoleculeNet_BBBP,val
elfazepam,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,408.88,3.1,66.81,MoleculeNet_BBBP,train
elanzepine,CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,1,312.84,5.17,15.27,MoleculeNet_BBBP,val
efetozole,Cc1nccn1C(C)c1ccccc1,1,186.26,2.8,17.82,MoleculeNet_BBBP,train
edaravone,CC1=NN(c2ccccc2)C(=O)C1,1,174.2,1.8,32.67,MoleculeNet_BBBP,val
eclanamine,CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C,1,329.27,4.22,23.55,MoleculeNet_BBBP,val
duoperone,O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,514.59,7.43,23.55,MoleculeNet_BBBP,val
doxapram,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1,378.52,3.17,32.78,MoleculeNet_BBBP,val
donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.[Cl-].[H+],1,415.96,1.48,38.77,MoleculeNet_BBBP,val
domoprednate,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,428.57,4.33,80.67,MoleculeNet_BBBP,val
dizocilpine(MK-801),CC12NC(Cc3ccccc31)c1ccccc12,1,221.3,3.15,12.03,MoleculeNet_BBBP,val
divaplon,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,295.34,2.84,56.49,MoleculeNet_BBBP,val
diprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1,425.57,3.39,62.16,MoleculeNet_BBBP,train
dioxamate,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1,287.4,3.35,70.78,MoleculeNet_BBBP,train
dimiracetam,O=C1CN2C(=O)CCC2N1,1,140.14,-0.94,49.41,MoleculeNet_BBBP,val
dimethylamphetamine(dimethamphetamine),CC(Cc1ccccc1)N(C)C,1,163.26,2.18,3.24,MoleculeNet_BBBP,train
dimethazan,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,251.29,-1,65.06,MoleculeNet_BBBP,train
dimethadione,CC1(C)OC(=O)NC1=O,1,129.12,0.03,55.4,MoleculeNet_BBBP,train
metaglycodol,CC(C)(O)C(C)(O)c1cccc(Cl)c1,1,214.69,2.32,40.46,MoleculeNet_BBBP,train
fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,494.53,2.94,99.13,MoleculeNet_BBBP,train
fluocortolone-caproate,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,474.61,4.77,80.67,MoleculeNet_BBBP,train
litracen,CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,1,277.41,4.37,12.03,MoleculeNet_BBBP,train
lisuride,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,338.46,2.84,51.37,MoleculeNet_BBBP,val
linopirdine,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,1,391.47,4.88,46.09,MoleculeNet_BBBP,val
levophenacylmorphan,O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,1,361.49,4.33,40.54,MoleculeNet_BBBP,val
lesopitron,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,1,320.83,1.93,50.08,MoleculeNet_BBBP,val
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1,247.34,2.33,40.54,MoleculeNet_BBBP,train
ketazolam,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1,368.82,3.28,49.85,MoleculeNet_BBBP,val
ketazocine,CC1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,1,285.39,2.97,40.54,MoleculeNet_BBBP,val
ivoqualine,C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12,1,310.44,3.98,34.15,MoleculeNet_BBBP,train
itrocinonide,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,1,568.61,4.26,117.59,MoleculeNet_BBBP,train
isoflupredone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,420.48,2.22,100.9,MoleculeNet_BBBP,train
isoflupredone,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1,378.44,1.65,94.83,MoleculeNet_BBBP,train
isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1,1,231.26,1.42,67.16,MoleculeNet_BBBP,val
ipsapirone,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1.[Cl-].[H+],1,437.95,-1.66,86.71,MoleculeNet_BBBP,val
iprozilamine,CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,1,315.87,2.42,44.29,MoleculeNet_BBBP,train
iproclozide,CC(C)NNC(=O)COc1ccc(Cl)cc1,1,242.71,1.75,50.36,MoleculeNet_BBBP,train
indriline,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,1,263.38,3.95,3.24,MoleculeNet_BBBP,val
indeloxazine,C1=Cc2cccc(OCC3CNCCO3)c2C1,1,231.29,1.62,30.49,MoleculeNet_BBBP,val
indatraline,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+],1,328.67,1.91,12.03,MoleculeNet_BBBP,val
imipraminoxide,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1,296.41,3.89,26.3,MoleculeNet_BBBP,train
lofentanil,CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,1,408.54,3.93,49.85,MoleculeNet_BBBP,train
lofepramine,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.[Cl-].[H+],1,455.43,2.9,23.55,MoleculeNet_BBBP,val
lometraline,COc1ccc(Cl)c2c1CCCC2N(C)C,1,239.75,3.29,12.47,MoleculeNet_BBBP,train
lopirazepam,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O,1,322.15,2.5,74.58,MoleculeNet_BBBP,val
mesulergine,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,1,362.5,1.29,57.58,MoleculeNet_BBBP,train
meprotixol,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,1,329.46,3.74,32.7,MoleculeNet_BBBP,train
terguride,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,340.47,2.93,51.37,MoleculeNet_BBBP,train
melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,263.36,3.52,20.31,MoleculeNet_BBBP,train
melitracen,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1,291.44,4.71,3.24,MoleculeNet_BBBP,train
mefexamide,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.[Cl-].[H+],1,316.83,-1.35,50.8,MoleculeNet_BBBP,train
meclorisone(meclorisone-dibutyrate),C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,1,427.37,3.41,74.6,MoleculeNet_BBBP,train
mecloralurea,CNC(=O)NC(O)C(Cl)(Cl)Cl,1,221.47,0.6,61.36,MoleculeNet_BBBP,train
meclonazepam,C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,1,329.74,3.43,84.6,MoleculeNet_BBBP,train
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1,426.49,4.83,64.8,MoleculeNet_BBBP,val
mebutamate,CCC(C)C(C)(COC(N)=O)COC(N)=O,1,232.28,1.23,104.64,MoleculeNet_BBBP,train
mazipredone,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1,1,442.6,1.81,81.08,MoleculeNet_BBBP,val
mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,1,284.75,2.61,35.83,MoleculeNet_BBBP,val
lufuradom,CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,1,377.42,3.5,57.84,MoleculeNet_BBBP,val
loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1,327.82,3.77,28.07,MoleculeNet_BBBP,train
loteprednol(loteprednol-etabonate),CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,466.96,3.92,99.13,MoleculeNet_BBBP,train
losigamone,COC1=CC(=O)OC1C(O)c1ccccc1Cl,1,254.67,1.83,55.76,MoleculeNet_BBBP,val
lorzafone,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.O,1,412.27,1.44,124,MoleculeNet_BBBP,train
lortalamine,CN1CC[C@]23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,1,292.77,1.98,41.57,MoleculeNet_BBBP,val
