endpoint,split,smiles,measured,probability,max_tanimoto_to_training
AChE,time,O=c1c(O)c(-c2ccc(F)cc2)oc2cc(F)c(I)cc12,1.0,0.38706,0.449
AChE,time,COc1cc2ncnc(N3CCN(Cc4ccc(F)cc4)CC3)c2cc1OC,1.0,0.5323,0.4462
AChE,time,CCOc1ccc(Cc2nc3cc(OC(=O)N4CCC4)ccc3n2CCC(C)C)cc1,0.0,0.43129,0.5227
AChE,time,O=C1/C(=C/c2ccc(OCCN3CCCC3)cc2)Oc2ccccc21,1.0,0.45602,0.4909
AChE,time,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)Oc1ccc2cc[nH]c2c1,1.0,0.9836,0.7089
AChE,time,O=C(NCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1.0,0.96732,0.5493
AChE,time,C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](C)ccc21,1.0,0.60114,0.3158
AChE,time,COc1ccc(-c2cc(-c3ccc(Br)cc3)nc3[nH]nc(N)c23)cc1,1.0,0.54263,0.2708
AChE,time,N/C(=N\O)c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,0.0,0.24034,0.3509
AChE,time,CCCNC(C)C(=O)Nc1c(C)csc1-c1nc(C)no1,1.0,0.35393,0.2281
AChE,time,Nc1ccc(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc1Cl,1.0,0.93269,0.6852
AChE,time,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,0.0,0.48305,0.2277
AChE,time,CCCCN(CCC1CCCCCC1)Cc1ccc(OC(=O)N(C)C)c2ccccc12,1.0,0.65259,0.3611
AChE,time,Cc1ccc2c(N)c3c(nc2c1)CCC3,1.0,0.86612,0.9394
AChE,time,O=C1CCOc2cc(OCCCCCSC(=S)N3CCCCC3)ccc21,1.0,0.62164,0.5758
AChE,time,C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4cnccc4c3)ccc2[nH]1,1.0,0.64311,0.3077
AChE,time,O=C(NCCCCCCNc1c2c(nc3cc(Br)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1.0,0.95863,0.4845
AChE,time,CO[C@H]1C[C@H]2C(=C[C@@H]1O)[C@H]1CN2Cc2cc3c(cc21)OCO3,0.0,0.24122,0.4444
AChE,time,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1.0,0.98068,0.5747
AChE,time,CCN(CC)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,0.0,0.3803,0.589
AChE,time,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2)CC1,1.0,0.73701,0.5862
AChE,time,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@]1(C)N2C,1.0,0.85749,0.5614
AChE,time,Cc1ccc2c(c1)c1cc[n+](-c3ccccc3)cc1n2C,1.0,0.41469,0.3333
AChE,time,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCC2)c1,1.0,0.96143,0.7727
AChE,time,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(OC)c3)CC2)nc1-c1ccc(OC)c(OC)c1,1.0,0.49006,0.3182
AChE,time,Cc1cc(/C=N/O)c(O)c(CN2CCC(c3ccncc3)CC2)c1,0.0,0.34113,0.5373
AChE,time,C[C@@H]1CC[C@]2(C(=O)NCc3ccccc3Br)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,0.0,0.43802,0.2574
AChE,time,Cc1cc(=O)oc2cc(OCc3ccc(-c4noc([C@@H]5CCCN5)n4)cc3)ccc12,0.0,0.71943,0.4722
AChE,time,Cc1cc(=O)oc2cc(OCC(=O)N/N=C\c3ccc(C(=O)O)cc3)ccc12,1.0,0.69066,0.4203
AChE,time,COc1cccc(CN2CCC(CNC(=O)c3cncc(NC(=O)c4ccnc(NC(=O)C5CC5)c4)c3)CC2)c1,0.0,0.55066,0.4235
AChE,time,O=C(Nc1cncc(OC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,0.0,0.53896,0.4412
AChE,time,CC(=O)Nc1cc(C(=O)Nc2cccc(OCC3CCN(Cc4ccccc4)CC3)c2)ccn1,0.0,0.66464,0.4605
AChE,time,Cn1cc2cc(-c3ccc(N[C@H]4C[C@@H]5CN(CC6CCOCC6)C[C@@H]5C4)nn3)ccc2n1,0.0,0.47878,0.3288
AChE,time,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,0.0,0.42887,0.1875
AChE,time,Cc1nccc2c1[nH]c1ccccc12,0.0,0.17717,0.6111
AChE,time,Cn1c2c(c3ccccc31)CC[N+](c1ccc(Br)cc1Br)=C2,0.0,0.40122,0.3148
AChE,time,CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C1N2C,0.0,0.81171,0.5823
AChE,time,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,0.0,0.49476,0.2222
AChE,time,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccccc1)n2CCC(C)C,0.0,0.45013,0.5581
AChE,time,COc1cccc(CNCCc2ccc(O)cc2)c1OCc1ccccc1,0.0,0.55142,0.35
AChE,time,COc1cccc(/C=N/CCc2ccc(O)cc2)c1OCc1ccccc1,0.0,0.4234,0.3968
AChE,time,C=CCN(CCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.53973,0.3478
AChE,time,C#CCN(CCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.52818,0.3429
AChE,time,CCN(CCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.61492,0.4516
AChE,time,CCCN(CCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.56649,0.3788
AChE,time,C=CCOc1ccc(CCN(CC=C)Cc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.5239,0.3333
AChE,time,C#CCOc1ccc(CCN(CC=C)Cc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.53627,0.3158
AChE,time,C#CCOc1ccc(CCN(CC#C)Cc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.54971,0.3288
AChE,time,C#CCN(CCc1ccc(OCC=C)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.52315,0.3158
AChE,time,CCOc1ccc(CCN(CC)Cc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.61579,0.4375
AChE,time,COc1cccc(CNCCc2ccccc2)c1OCc1ccccc1,0.0,0.52158,0.3818
AChE,time,COc1ccccc1CCNCc1cccc(OC)c1OCc1ccccc1,0.0,0.58523,0.4
AChE,time,COc1cccc(CCNCc2cccc(OC)c2OCc2ccccc2)c1,0.0,0.60834,0.3846
AChE,time,COc1ccc(CCNCc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.54316,0.35
AChE,time,C=CCN(CCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.50001,0.3538
AChE,time,C#CCN(CCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.51175,0.3485
AChE,time,C=CCN(CCc1ccccc1OC)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.53349,0.3559
AChE,time,C#CCN(CCc1ccccc1OC)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.54396,0.35
AChE,time,C=CCN(CCc1cccc(OC)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.56939,0.3667
AChE,time,C#CCN(CCc1cccc(OC)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.58156,0.3788
AChE,time,C=CCN(CCc1ccc(OC)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.5296,0.3478
AChE,time,C#CCN(CCc1ccc(OC)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.53297,0.3478
AChE,time,CCN(CCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.5823,0.4655
AChE,time,CCCN(CCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.52758,0.3871
AChE,time,COc1ccccc1CCN(C)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.61572,0.4107
AChE,time,CCN(CCc1ccccc1OC)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.62693,0.4808
AChE,time,CCCN(CCc1ccccc1OC)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.56805,0.3929
AChE,time,CCN(CCc1cccc(OC)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.63893,0.4219
AChE,time,CCCN(CCc1cccc(OC)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.58601,0.3571
AChE,time,COc1ccc(CCN(C)Cc2cccc(OC)c2OCc2ccccc2)cc1,0.0,0.59571,0.3607
AChE,time,CCN(CCc1ccc(OC)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.60274,0.4516
AChE,time,CCCN(CCc1ccc(OC)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.55775,0.3788
AChE,time,COc1cccc(CNCc2ccccc2)c1OCc1ccccc1,0.0,0.3931,0.3519
AChE,time,COc1cccc(CNCCCc2ccccc2)c1OCc1ccccc1,0.0,0.60311,0.4259
AChE,time,COc1cccc(CNCCCCc2ccccc2)c1OCc1ccccc1,0.0,0.66329,0.4444
AChE,time,COc1cccc(CNCC(C)c2ccccc2)c1OCc1ccccc1,0.0,0.44877,0.3492
AChE,time,COc1cccc(CNC(C)CCc2ccccc2)c1OCc1ccccc1,0.0,0.46208,0.3548
AChE,time,C=CCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.54576,0.3906
AChE,time,C#CCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.55472,0.3846
AChE,time,COc1cccc(CN(C)CCCc2ccccc2)c1OCc1ccccc1,0.0,0.61788,0.4364
AChE,time,CCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.63379,0.5098
AChE,time,CCCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.58208,0.4262
AChE,time,C=CCCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.51479,0.3846
AChE,time,CCCCCCN(CCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.60084,0.459
AChE,time,CCCCCCN(CCCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.61501,0.459
AChE,time,CCCCCCCCCCCCCCN(CCCCc1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.63455,0.459
AChE,time,COc1cccc(CN(CCCCc2ccccc2)CCCC(C)C)c1OCc1ccccc1,0.0,0.60559,0.4
AChE,time,CCCN(C/C=C/c1ccccc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.49665,0.3443
AChE,time,CCCN(CCCc1ccccc1O)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.54588,0.377
AChE,time,CCCN(CCCc1cccc(O)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.59349,0.377
AChE,time,CCCN(CCCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.60051,0.4154
AChE,time,CCCN(CCCc1ccccc1F)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.56016,0.3881
AChE,time,COc1cccc(CN(CCCc2ccccc2F)C2CCC2)c1OCc1ccccc1,0.0,0.54039,0.3143
AChE,time,COc1cccc(CN(CCCc2ccccc2F)C2CCCC2)c1OCc1ccccc1,0.0,0.54803,0.3099
AChE,time,CCCN(CCCc1cccc(F)c1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.58463,0.3824
AChE,time,CCCN(CCCc1ccc(F)cc1)Cc1cccc(OC)c1OCc1ccccc1,0.0,0.59097,0.4375
AChE,time,O=C(Nc1cc(-c2nc3ccccc3[nH]2)n[nH]1)c1ccc(N2CCNCC2)cc1,0.0,0.40676,0.3115
AChE,time,O=C(Nc1cc(-c2nc3ccccc3[nH]2)[nH]n1)c1ccc(N2CCOCC2)cc1,0.0,0.40349,0.3662
AChE,time,O=C(NCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,0.0,0.94686,0.5522
AChE,time,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1ncc[nH]1,0.0,0.69748,0.7333
AChE,time,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1nccs1,0.0,0.79191,0.7458
AChE,time,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cscn1,0.0,0.81653,0.7333
AChE,time,CN(Cc1ccncc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,0.0,0.83253,0.8148
AChE,time,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cncnc1,0.0,0.7664,0.7857
AChE,time,CCN(C)C(=O)Oc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,0.0,0.37453,0.7077
BChE,time,CN1CCN(c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)CC1,1.0,0.34714,0.375
BChE,time,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],0.0,0.40659,0.3026
BChE,time,C#CCN(C)C1CCc2c(OC(=O)N(C)CC)cccc21,0.0,0.32991,0.3881
BChE,time,O=C(CC(c1ccccc1)c1ccccc1)NC[C@H](O)CNCC1CCCCC1,1.0,0.63352,0.3385
BChE,time,O=C(CC(c1ccccc1)c1ccccc1)NC[C@@H](O)CNCC1CCCCC1,1.0,0.63352,0.3385
BChE,time,O=C(CC(c1ccccc1)c1ccccc1)NCC(O)CNCC1CCCCC1,1.0,0.63352,0.3385
BChE,time,CN1CCN(c2cccc(NC(=O)Cn3c(-c4nonc4N)nc4ccccc43)c2)CC1,1.0,0.8715,0.7015
BChE,time,C[n+]1cccc(Cl)c1/C=N/O,0.0,0.1063,0.25
BChE,time,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1ccc([N+](=O)[O-])c(Br)c1,1.0,0.90359,0.7538
BChE,time,Fc1ccc(Br)cc1CNCCCCCCCCNc1ccnc2cc(Cl)ccc12,1.0,0.56357,0.3372
BChE,time,COc1ccc(C(C)=O)c(OC(=O)N2CCCCC2)c1,1.0,0.28976,0.4
BChE,time,CCC(C)(C)NCC(O)c1cc(O)cc(OC(=O)N(C)C)c1,1.0,0.63686,0.8837
BChE,time,Fc1ccc(Br)c(CNCCCCCCCCNc2ccnc3cc(Cl)ccc23)c1,1.0,0.57056,0.3284
BChE,time,Nc1n[nH]c2nc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)c12,1.0,0.26593,0.2414
BChE,time,Clc1ccc2c(NCCNC34CC5CC(CC(C5)C3)C4)ccnc2c1,1.0,0.47282,0.3125
BChE,time,FC(F)(F)c1ccc2c(NCCCCCCCCNc3cccc(Cl)c3)ccnc2c1,1.0,0.56921,0.3125
BChE,time,Cc1cccc2sc(NC(=O)CCN3CCN(C4CCN(C)CC4)CC3)nc12,0.0,0.48055,0.2697
BChE,time,N#CC1C(N)N2CCCNC2C(C#N)C12C(=O)Nc1ccc(Br)cc12,0.0,0.25502,0.3165
BChE,time,COc1cccc(CNCC(O)CNC(=O)CC(c2ccccc2)c2ccccc2)c1,1.0,0.61488,0.6842
BChE,time,FC(F)(F)c1ccc2c(NCCCCCCCCNc3ccccc3)ccnc2c1,1.0,0.57626,0.2923
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2cccc(F)c2)c1,1.0,0.60997,0.375
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cc(NC(=O)c2ccc(F)cc2)ccc1Br,1.0,0.60218,0.3478
BChE,time,CCCCN1CCN(CCC(=O)Nc2nc3c(C)cccc3s2)CC1,0.0,0.44598,0.2895
BChE,time,CCCCN(CCC1CCCCCC1)Cc1c[nH]c2cc(Br)ccc12,1.0,0.44257,0.3784
BChE,time,O=C(NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)Oc1ccc2cc[nH]c2c1,1.0,0.97646,0.7089
BChE,time,Cc1ccc(S(=O)(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,1.0,0.98962,0.6863
BChE,time,Nc1c2c(nc3ccc(-c4ccsc4)cc13)CCCC2,1.0,0.34072,0.5778
BChE,time,O=C(NCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1.0,0.95612,0.5493
BChE,time,C[n+]1cc(Br)ccc1/C=N/O,0.0,0.12801,0.2353
BChE,time,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cc(F)cc(Cl)c1,1.0,0.91197,0.7869
BChE,time,CC(C)COc1cccc(-c2ccc3nc4c(c(N)c3c2)CCCC4)c1,1.0,0.41323,0.537
BChE,time,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cccc(N2CCCCC2)c1,1.0,0.86788,0.7231
BChE,time,O=C(NCCCCCNc1c2c(nc3cc(Br)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1.0,0.96086,0.4845
BChE,time,CCCN(CCCc1ccccc1O)Cc1cccc(OC)c1OCc1ccccc1,1.0,0.34,0.3676
BChE,time,C#CCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,1.0,0.64642,0.3333
BChE,time,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,1.0,0.52607,0.9452
BChE,time,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1,1.0,0.88417,0.75
BChE,time,O=[N+]([O-])c1ccc(NCCCCCCCCNc2ccnc3cc(C(F)(F)F)ccc23)cc1,1.0,0.50237,0.2958
BChE,time,O=C(COc1ccccc1C(F)(F)F)NCCN1CCN(Cc2ccccc2)CC1,1.0,0.62184,0.3836
BChE,time,O=C(Oc1cc(OC(=O)N2CCCCC2)cc(C(O)CN2CCCCC2)c1)N1CCCCC1,1.0,0.36629,0.3571
BChE,time,COc1cccc(CNCCc2ccc(O)cc2)c1OCc1ccccc1,1.0,0.35724,0.42
BChE,time,O=[N+]([O-])c1ccc2nc3c(c(Nc4[nH]nc5ncccc45)c2c1)CCCC3,1.0,0.76048,0.4
BChE,time,CCC1C/C(=C\c2cc(OC)c(OC)c(OC)c2Br)C(=O)c2ccccc21,0.0,0.24596,0.3088
BChE,time,COc1ccc2sc3c(N)ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,1.0,0.62827,0.625
BChE,time,C[C@@H](c1cccc(OC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)c1)N(C)C,1.0,0.98571,0.5904
BChE,time,COc1ccc(-c2cc(-c3ccc(Br)cc3)nc3[nH]nc(N)c23)cc1OC,1.0,0.2667,0.2857
BChE,time,COc1ccccc1CCNCc1cccc(OCc2ccccc2)c1,1.0,0.41382,0.4375
BChE,time,Nc1c2c(nc3ccc(-c4cncnc4)cc13)CCCC2,1.0,0.3094,0.6047
BChE,time,Cc1ccc(C(C)C)cc1OCC(=O)NCCN1CCCC1,1.0,0.38784,0.3443
BChE,time,FC(F)(F)c1ccc2c(NCCCCCCCCNc3ccccc3Cl)ccnc2c1,1.0,0.53702,0.2875
BChE,time,COc1cc(CN(C)CCc2ccc(O)cc2)c(-c2cccc3c2N(C)CC3)cc1OC,1.0,0.30793,0.3143
BChE,time,COc1ccc2cc([C@H](C)C(=O)N/N=C3\c4cc(OC)c(OC)cc4CC3CC3CCN(Cc4ccccc4)CC3)ccc2c1,1.0,0.36964,0.5526
BChE,time,CCCCN(CCC1CCCCCC1)Cc1c[nH]c2ccccc12,1.0,0.51684,0.5077
BChE,time,CCCCOc1cc(-c2nc(C)no2)ccc1N,0.0,0.21566,0.2439
BChE,time,O=C(NCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc2cc[nH]c2c1,1.0,0.96047,0.6757
BChE,time,COc1cccc(CNC(C)CCc2ccccc2)c1OCc1ccccc1,1.0,0.46349,0.375
BChE,time,Fc1cccc(CNCCCCCCCCNc2ccnc3cc(Cl)ccc23)c1,1.0,0.57838,0.3514
BChE,time,C=C1c2[nH]c3ccc(OC)cc3c2C2[C@@H](CC)C1CCN2C,0.0,0.36017,0.3492
BChE,time,COc1ccc(C(C)=O)c(OC(=O)N(C)Cc2ccc(Cl)cc2)c1,1.0,0.38555,0.3731
BChE,time,CC(=O)c1ccc(Oc2ccc3nc4c(c(N)c3c2)CCC4)cc1,0.0,0.31374,0.6458
BChE,time,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0.0,0.31424,0.8491
BChE,time,c1ccc(CCCCNCc2ccc(OCc3ccccc3)cc2)cc1,1.0,0.53732,0.4107
BChE,time,CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N4CCCCC4)ccc3n2CCC(C)C)cc1,1.0,0.76707,0.5204
BChE,time,CCCCN(CCc1c[nH]c2cc(OC(=O)N(C)C)ccc12)CCC1CCCCCC1,1.0,0.61202,0.3827
BChE,time,COc1cc(O)c2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CC[N@+]1(C)[O-],0.0,0.18837,0.241
BChE,time,COc1cc(O)c2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CC[N@@+]1(C)[O-],0.0,0.18837,0.241
BChE,time,FC(F)(F)c1ccc(-c2nnc(NC3CCN(Cc4ccccc4)CC3)o2)cc1,1.0,0.40403,0.5172
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2cccc(C(=O)NO)c2)c1,1.0,0.54813,0.3385
BChE,time,C#CCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,1.0,0.63846,0.3372
BChE,time,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1,1.0,0.39779,0.2609
BChE,time,CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,1.0,0.62937,0.3671
BChE,time,COn1cc(CCNC(=S)NCCCCCNc2c3c(nc4ccccc24)CCCC3)c2ccccc21,1.0,0.98617,0.5645
BChE,time,COc1cc2c(cc1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O,0.0,0.31616,0.8491
BChE,time,COc1cccc(CN(CCCCc2ccccc2)CCCC(C)C)c1OCc1ccccc1,1.0,0.45483,0.4
BChE,time,Cc1ccc(NCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3cc(O)ccc3sc12,1.0,0.72021,0.7812
BChE,time,CCCN(CCCc1ccccc1F)Cc1cccc(OC)c1OCc1ccccc1,1.0,0.31498,0.3881
BChE,time,Fc1ccc(NCCCCCCCCNc2ccnc3cc(C(F)(F)F)ccc23)cc1,1.0,0.5929,0.3279
BChE,time,CN(CCCOc1ccc([N+](=O)[O-])cc1)C(=O)c1cnc(CC(=O)c2ccc3c(c2)OCO3)nc1,0.0,0.31172,0.3118
BChE,time,Cc1cc(=O)[nH]c2c1C(=O)C(NCNc1c3c(nc4ccccc14)CCCC3)=CC2=O,1.0,0.91192,0.5522
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cc(F)cc(NC(=O)c2ccc(F)cc2)c1,1.0,0.5664,0.3692
BChE,time,COc1cc(O)cc2c1-c1c3c(cc4c1[C@@H](C2)N(C)CC4)OCO3,0.0,0.16882,0.3797
BChE,time,c1ccc2c(CCCN(CCC3CCCCCC3)CCC3CCCCC3)c[nH]c2c1,1.0,0.61595,0.4462
BChE,time,COc1ccc2c(c1)c(C=O)cn2CCCCCCCCCN(C)Cc1ccc(O)cc1,1.0,0.35501,0.3836
BChE,time,CCCCN(CCC1CCCCCC1)CCC1CCc2ccccc21,1.0,0.4027,0.3231
BChE,time,CN(C)c1ccc(/C=C/CN(CCCc2c[nH]c3ccccc23)CCC2CCCCCC2)cc1,1.0,0.62873,0.375
BChE,time,C=CCOc1ccc(CCN(CC=C)Cc2ccc(OC)c(OCc3ccccc3)c2)cc1,1.0,0.22767,0.3676
BChE,time,Fc1cccc(-c2cnc3cccnc3n2)c1,1.0,0.1296,0.2619
BChE,time,Cc1ccc2sc(NC(=O)CCN3CCCC3)nc2c1,0.0,0.3554,0.3165
BChE,time,COc1ccc(/C=C2\CCc3cc([N+](=O)[O-])ccc3C2=O)c(Cl)c1OC,0.0,0.116,0.4242
BChE,time,CN1CCc2c(c3cc(F)ccc3n2CCNC23CC4CC(C)(CC(C)(C4)C2)C3)C1,0.0,0.52876,0.3214
BChE,time,COc1cc2c(c(O)c1OC)CC[N@+]1(C)Cc3c(ccc(O)c3OC)C[C@@H]21,0.0,0.19229,0.2892
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(C(=O)Nc2cccs2)c1,1.0,0.59183,0.2817
BChE,time,CC(C)(C)c1cccc(CNCC(O)CNC(=O)CC(c2ccccc2)c2ccccc2)c1,1.0,0.67281,0.5574
BChE,time,Fc1ccc(CNCCCCCCCCNc2ccnc3cc(Cl)ccc23)c(F)c1,1.0,0.57988,0.3385
BChE,time,C[n+]1cccc(F)c1/C=N/O,0.0,0.14034,0.2571
BChE,time,CCN(CCc1ccccc1OC)Cc1cccc(OC)c1OCc1ccccc1,1.0,0.35514,0.4576
BChE,time,FC(F)(F)c1ccc(-c2nnc(CNC3CCN(Cc4ccccc4)C3)o2)cc1,1.0,0.59474,0.6727
BChE,time,C[C@@H](c1cccc(OC(=O)NCCCCCNc2c3c(nc4cc(Br)ccc24)CCCC3)c1)N(C)C,1.0,0.97936,0.5
BChE,time,O=C1C(=O)N2CCc3cc4c(c5c3c2c1c1ccccc15)OCO4,0.0,0.14362,0.3273
BChE,time,COc1ccc2c(c1)c(C=O)cn2CCCCCCCCN(C)Cc1ccc(O)cc1,1.0,0.34596,0.3836
BChE,time,O=C(CC(c1ccccc1)c1ccccc1)NCC(O)CNCc1cccc(C(F)(F)F)c1,1.0,0.64294,0.5574
BChE,time,COc1ccc(N2C(=O)c3c(sc4c3CCCCC4)OC2c2ccccc2)cc1,0.0,0.30368,0.2963
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1,1.0,0.57508,0.3548
BChE,time,CCN(CC)Cc1ccccc1NC(=O)c1cccc(NC(=O)c2cccs2)c1,1.0,0.4575,0.338
BChE,time,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cc(Cl)cc(Br)c1,1.0,0.91946,0.7869
BChE,time,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1C,1.0,0.65089,0.3108
