index,feature,block,type,description,unit
186,ecfp4_186,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
187,ecfp4_187,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
188,ecfp4_188,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
189,ecfp4_189,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
190,ecfp4_190,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
191,ecfp4_191,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
192,ecfp4_192,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
193,ecfp4_193,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
194,ecfp4_194,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
195,ecfp4_195,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
196,ecfp4_196,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
197,ecfp4_197,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
198,ecfp4_198,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
199,ecfp4_199,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
200,ecfp4_200,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
201,ecfp4_201,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
202,ecfp4_202,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
203,ecfp4_203,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
204,ecfp4_204,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
205,ecfp4_205,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
206,ecfp4_206,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
207,ecfp4_207,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
208,ecfp4_208,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
209,ecfp4_209,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
210,ecfp4_210,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
211,ecfp4_211,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
212,ecfp4_212,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
213,ecfp4_213,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
214,ecfp4_214,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
215,ecfp4_215,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
216,ecfp4_216,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
217,ecfp4_217,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
218,ecfp4_218,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
219,ecfp4_219,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
220,ecfp4_220,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
221,ecfp4_221,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
222,ecfp4_222,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
223,ecfp4_223,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
224,ecfp4_224,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
225,ecfp4_225,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
226,ecfp4_226,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
227,ecfp4_227,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
228,ecfp4_228,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
229,ecfp4_229,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
230,ecfp4_230,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
231,ecfp4_231,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
232,ecfp4_232,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
233,ecfp4_233,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
234,ecfp4_234,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
235,ecfp4_235,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
236,ecfp4_236,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
237,ecfp4_237,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
238,ecfp4_238,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
239,ecfp4_239,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
240,ecfp4_240,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
241,ecfp4_241,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
242,ecfp4_242,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
243,ecfp4_243,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
244,ecfp4_244,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
245,ecfp4_245,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
246,ecfp4_246,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
247,ecfp4_247,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
248,ecfp4_248,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
249,ecfp4_249,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
250,ecfp4_250,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
251,ecfp4_251,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
252,ecfp4_252,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
253,ecfp4_253,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
254,ecfp4_254,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
255,ecfp4_255,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
256,ecfp4_256,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
257,ecfp4_257,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
258,ecfp4_258,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
259,ecfp4_259,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
260,ecfp4_260,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
261,ecfp4_261,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
262,ecfp4_262,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
263,ecfp4_263,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
264,ecfp4_264,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
265,ecfp4_265,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
266,ecfp4_266,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
267,ecfp4_267,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
268,ecfp4_268,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
269,ecfp4_269,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
270,ecfp4_270,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
271,ecfp4_271,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
272,ecfp4_272,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
273,ecfp4_273,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
274,ecfp4_274,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
275,ecfp4_275,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
276,ecfp4_276,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
277,ecfp4_277,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
278,ecfp4_278,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
279,ecfp4_279,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
280,ecfp4_280,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
281,ecfp4_281,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
282,ecfp4_282,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
283,ecfp4_283,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
284,ecfp4_284,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
285,ecfp4_285,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
286,ecfp4_286,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
287,ecfp4_287,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
288,ecfp4_288,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
289,ecfp4_289,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
290,ecfp4_290,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
291,ecfp4_291,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
292,ecfp4_292,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
293,ecfp4_293,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
294,ecfp4_294,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
295,ecfp4_295,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
296,ecfp4_296,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
297,ecfp4_297,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
298,ecfp4_298,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
299,ecfp4_299,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
300,ecfp4_300,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
301,ecfp4_301,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
302,ecfp4_302,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
303,ecfp4_303,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
304,ecfp4_304,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
305,ecfp4_305,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
306,ecfp4_306,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
307,ecfp4_307,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
308,ecfp4_308,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
309,ecfp4_309,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
310,ecfp4_310,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
311,ecfp4_311,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
312,ecfp4_312,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
313,ecfp4_313,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
314,ecfp4_314,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
315,ecfp4_315,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
316,ecfp4_316,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
317,ecfp4_317,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
318,ecfp4_318,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
319,ecfp4_319,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
320,ecfp4_320,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
321,ecfp4_321,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
322,ecfp4_322,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
323,ecfp4_323,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
324,ecfp4_324,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
325,ecfp4_325,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
326,ecfp4_326,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
327,ecfp4_327,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
328,ecfp4_328,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
329,ecfp4_329,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
330,ecfp4_330,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
331,ecfp4_331,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
332,ecfp4_332,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
333,ecfp4_333,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
334,ecfp4_334,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
335,ecfp4_335,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
336,ecfp4_336,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
337,ecfp4_337,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
338,ecfp4_338,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
339,ecfp4_339,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
340,ecfp4_340,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
341,ecfp4_341,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
342,ecfp4_342,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
343,ecfp4_343,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
344,ecfp4_344,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
345,ecfp4_345,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
346,ecfp4_346,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
347,ecfp4_347,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
348,ecfp4_348,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
349,ecfp4_349,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
350,ecfp4_350,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
351,ecfp4_351,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
352,ecfp4_352,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
353,ecfp4_353,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
354,ecfp4_354,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
355,ecfp4_355,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
356,ecfp4_356,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
357,ecfp4_357,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
358,ecfp4_358,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
359,ecfp4_359,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
360,ecfp4_360,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
361,ecfp4_361,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
362,ecfp4_362,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
363,ecfp4_363,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
364,ecfp4_364,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
365,ecfp4_365,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
366,ecfp4_366,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
367,ecfp4_367,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
368,ecfp4_368,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
369,ecfp4_369,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
370,ecfp4_370,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
371,ecfp4_371,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
